audio_path,model,true_transcription,predicted_transcription,latency,wer,mer,wil,wip,cer
labs/experiment_dataset/segment_9.wav,faster_whisper_base,this was a visualization done by fernando viegas and martin wattenberg two amazing visualization designers who looked at a weekend 's worth of twitter traffic," This was a visualization done by Fernando Vias and Martin Wadenberg, two amazing visualization designers who looked at a weekend's worth of Twitter traffic",2.668876886367798,0.32,0.32,0.5183333333333333,0.48166666666666674,0.0759493670886076
labs/experiment_dataset/segment_8.wav,faster_whisper_base,and that is that the more tightly linked we 've become to each other the harder it is for each of us to remain independent," And that is that the more tightly linked we come to each other,  the harder it is for each of us to remain independent.",1.839538812637329,0.2,0.2,0.33333333333333326,0.6666666666666667,0.08196721311475409
labs/experiment_dataset/segment_19.wav,faster_whisper_base,now, Now.,1.5964548587799072,1.0,1.0,1.0,0.0,0.6666666666666666
labs/experiment_dataset/segment_18.wav,faster_whisper_base,where one side of this little box if the animal goes there the animal gets a pulse of light in order to make different cells in the brain sensitive to light <unk>," where one side of this little box, if the animal goes there,  they only get a pulse of light,  and we're going to make different cells in the brain sensitive to light.",1.9052350521087646,0.34375,0.3333333333333333,0.52734375,0.47265625,0.18518518518518517
labs/experiment_dataset/segment_3.wav,faster_whisper_base,our scientists then use this to go back to another piece of that tissue and do what 's called laser scanning microdissection <unk> so the technician takes the instructions they scribe along a place there <unk> and then the laser actually cuts," Our scientists then use this to go back to another piece of that tissue  and do what's called laser scanning microdise section.  So the technician takes the instructions, they scribe along a place there,  and then the laser actually cuts...",2.0148508548736572,0.23809523809523808,0.23809523809523808,0.3904761904761904,0.6095238095238096,0.09090909090909091
labs/experiment_dataset/segment_15.wav,faster_whisper_base,shortly after we published i got a three word text from johannes," Shortly after we published, I got a three word text from Johannes.",1.3568272590637207,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,0.078125
labs/experiment_dataset/segment_14.wav,faster_whisper_base,the people 's report card brings together all this data into a simple framework that we 'll all be familiar with from our school days to hold them to account, The People's Record Paul Card brings together all this data into a simple framework that  we'll all be familiar with from our school days to hold them to account.,1.568641185760498,0.26666666666666666,0.26666666666666666,0.44367816091954027,0.5563218390804597,0.09554140127388536
labs/experiment_dataset/segment_2.wav,faster_whisper_base,if you 're into knitting you can find someone who is killing it knitting <unk> and you can you can learn from them <unk> it 's wild and that 's what this whole day is about," If you're into knitting, you can find someone who is killing it knitting and you can learn from them.  It's wild.  And that's what this whole day is about.",1.5892949104309082,0.4444444444444444,0.4444444444444444,0.6168582375478926,0.38314176245210735,0.1744186046511628
labs/experiment_dataset/segment_0.wav,faster_whisper_base,so throughout this talk i 've mentioned a few times the special case of uganda and the fact that it 's the only country in sub saharan africa with successful prevention it 's been widely," So throughout this talk, I've mentioned a few times  this special case of Uganda and the fact that  it's the only country in Sub-Saharan Africa  with successful prevention.  It's been widely...",1.6177709102630615,0.42857142857142855,0.42857142857142855,0.631336405529954,0.36866359447004604,0.11827956989247312
labs/experiment_dataset/segment_16.wav,faster_whisper_base,and where they don 't where they may actually undermine values and attitudes worth caring about but to have this debate," and where they don't, where they may actually undermine values and attitudes worth caring about.  But to have this debate...",1.3169951438903809,0.23809523809523808,0.23809523809523808,0.3904761904761904,0.6095238095238096,0.06722689075630252
